id_user,experiment_date,treatment,platform,time_zone,cancelled_paid_plan_or_not,paid_plan_signup_date
XZBCB2B8IWA7DN,2022-07-01,1,desktop,EST,0,
XZBW1I5GUAA7DN,2022-07-16,0,desktop,EST,0,
XZBBG4IJUPA7DN,2022-06-28,0,desktop,EST,0,
XZBZM8W7WZA7DN,2022-07-03,0,desktop,MST,0,2022-07-15
XZBRI3QGJ8A7DN,2022-06-15,0,desktop,CST,0,
XZBEVZGCVKA7DN,2022-06-26,0,desktop,EST,0,
XZB1CX044GA7DN,2022-06-14,1,desktop,CST,0,
XZBXOSPRKRA7DN,2022-06-15,1,desktop,EST,0,
XZB8KN7KAVA7DN,2022-07-07,0,desktop,CST,0,
XZB5FHOHKDA7DN,2022-06-25,0,desktop,CST,1,2022-07-22
XZB9VKHFKBA7DN,2022-06-04,0,desktop,CST,0,
XZBE21HUERA7DN,2022-07-27,0,desktop,PST,0,
XZBYG8GS6RA7DN,2022-06-30,0,desktop,EST,0,
XZB4U1H7MIA7DN,2022-07-02,0,desktop,EST,0,
XZBZB6M2DZA7DN,2022-06-29,0,desktop,PST,0,
XZBCIHA0C8A7DN,2022-07-31,0,mobile,PST,0,
XZBRC7QTI1A7DN,2022-06-13,1,desktop,EST,0,2022-06-30
XZBCI2E1PMA7DN,2022-06-03,0,desktop,EST,0,
XZBY5S1P3KA7DN,2022-07-31,0,desktop,EST,0,
XZBUB1MLB0A7DN,2022-07-30,0,desktop,EST,0,
XZB8RURN1FA7DN,2022-06-09,0,desktop,EST,0,
XZB3N7EEAJA7DN,2022-07-11,1,desktop,EST,0,
XZBHD21GLJA7DN,2022-06-16,1,desktop,PST,0,
XZBLGAHXZRA7DN,2022-07-08,0,desktop,EST,0,
XZB2BPXY0MA7DN,2022-06-08,0,desktop,EST,0,
XZBN4FJBKQA7DN,2022-07-20,0,mobile,EST,0,
XZBE01QRSNA7DN,2022-06-19,0,desktop,PST,0,
XZBKGE3PQRA7DN,2022-07-09,0,desktop,EST,0,
XZB3GF32IVA7DN,2022-07-18,0,mobile,PST,0,
XZB90WPYN6A7DN,2022-07-31,0,desktop,CST,0,
XZBGNFX7STA7DN,2022-07-27,0,desktop,CST,0,
XZBS3TM2Y0A7DN,2022-07-07,1,desktop,CST,0,
XZBDD0HG3SA7DN,2022-07-31,0,mobile,PST,0,
XZB1CWHWR5A7DN,2022-07-19,0,desktop,CST,0,
XZBLPPF88ZA7DN,2022-06-19,0,desktop,EST,0,
XZBMTOKBJQA7DN,2022-06-09,1,desktop,EST,0,
XZBNMW9JQCA7DN,2022-06-22,0,desktop,PST,0,
XZB8EC2HXRA7DN,2022-06-05,0,desktop,EST,0,
XZB85RGN0HA7DN,2022-07-10,0,desktop,EST,0,
XZBDTWA7ECA7DN,2022-07-12,0,desktop,EST,0,
XZBSLMFHSPA7DN,2022-07-25,1,desktop,CST,1,2022-07-27
XZBXQRQTU1A7DN,2022-06-14,0,desktop,EST,0,
XZBIHJ14R7A7DN,2022-07-11,1,desktop,EST,0,
XZBQI522S5A7DN,2022-06-10,0,desktop,EST,1,2022-06-23
XZBIDB51GIA7DN,2022-06-11,0,desktop,EST,0,
XZBPH0GSFQA7DN,2022-06-05,1,desktop,MST,0,
XZB199AY39A7DN,2022-07-14,0,mobile,EST,0,
XZBHEGALABA7DN,2022-06-25,0,desktop,EST,0,
XZBX0OMLCGA7DN,2022-06-26,0,desktop,CST,1,2022-07-24
XZB29C6WDQA7DN,2022-07-04,0,desktop,EST,0,
XZB8QMVBT5A7DN,2022-06-19,0,desktop,PST,0,
XZBA8FL3GUA7DN,2022-06-15,1,desktop,PST,0,
XZBWDR3DT7A7DN,2022-07-17,0,mobile,EST,0,
XZBW8WMCW8A7DN,2022-06-15,1,desktop,EST,0,
XZBNYF2FYWA7DN,2022-06-08,0,desktop,EST,0,
XZBA9LGQ1SA7DN,2022-07-06,0,desktop,MST,0,
XZBYJJ6WKVA7DN,2022-07-31,1,desktop,EST,0,
XZBFONBDWKA7DN,2022-06-14,0,desktop,EST,0,
XZBJG74P0UA7DN,2022-06-09,0,desktop,CST,0,
XZBJCCWX4VA7DN,2022-07-09,0,desktop,CST,0,
XZB037H7RFA7DN,2022-07-20,1,desktop,CST,0,
XZB75FVNDAA7DN,2022-07-25,0,mobile,PST,0,
XZB90J1LN7A7DN,2022-06-15,1,desktop,CST,0,
XZBZL5FDVAA7DN,2022-07-15,1,desktop,CST,0,
XZBZLC4A7HA7DN,2022-06-18,0,desktop,EST,0,
XZBE32703IA7DN,2022-07-16,0,desktop,CST,0,
XZBIHV18PHA7DN,2022-07-28,1,desktop,EST,0,
XZBH8PAFJPA7DN,2022-07-28,1,desktop,PST,0,
XZBDFCXA7WA7DN,2022-07-15,1,desktop,PST,1,2022-07-23
XZB4R0LD0VA7DN,2022-07-26,1,desktop,EST,0,
XZBCCCTSIRA7DN,2022-07-24,0,desktop,EST,0,
XZB5MHMLFBA7DN,2022-06-14,0,desktop,PST,0,
XZBENAQ6LBA7DN,2022-07-27,1,desktop,CST,0,
XZBSTC89WVA7DN,2022-06-24,0,desktop,CST,0,
XZB7VRL4TKA7DN,2022-06-27,0,desktop,CST,0,
XZBNXN9K7VA7DN,2022-07-02,0,desktop,EST,0,
XZBXXYAVQDA7DN,2022-07-20,0,desktop,PST,0,
XZBIG80FA7A7DN,2022-07-29,0,mobile,PST,0,
XZBXFYSQE2A7DN,2022-06-24,1,desktop,PST,0,
XZBT085N9FA7DN,2022-07-08,0,desktop,PST,1,2022-07-16
XZBP2KC1NBA7DN,2022-07-13,0,desktop,EST,0,
XZBGEBYVH2A7DN,2022-06-30,0,desktop,CST,0,
XZBTE40MWQA7DN,2022-07-16,0,mobile,CST,0,
XZBUXA1ENJA7DN,2022-06-26,1,desktop,EST,0,
XZB9H0RVBFA7DN,2022-06-18,1,desktop,PST,0,2022-07-15
XZB9DRY4QUA7DN,2022-07-03,0,desktop,PST,0,
XZBOU9IAL3A7DN,2022-06-27,0,desktop,PST,0,
XZBIREC16AA7DN,2022-07-17,0,desktop,CST,0,
XZBZA83MTKA7DN,2022-07-16,0,desktop,PST,0,
XZBGPKZVB1A7DN,2022-06-19,0,desktop,EST,0,
XZB3QDZP7NA7DN,2022-06-25,0,desktop,CST,0,
XZB04GLKFVA7DN,2022-07-10,0,mobile,PST,0,
XZBU3USV9FA7DN,2022-06-12,1,desktop,EST,0,
XZBY7FTMEPA7DN,2022-07-10,0,desktop,CST,0,
XZBMSK1J6UA7DN,2022-06-07,0,desktop,CST,0,
XZBJ94DOIUA7DN,2022-07-13,0,desktop,CST,0,
XZBZ8S9A28A7DN,2022-06-05,0,desktop,CST,1,2022-06-11
XZBXOLEENCA7DN,2022-07-19,0,mobile,PST,0,
XZB2GSLGIPA7DN,2022-07-10,1,desktop,PST,0,
XZBO5UAE4YA7DN,2022-07-17,1,mobile,MST,0,2022-07-17
XZBTBUIOWLA7DN,2022-06-22,1,desktop,EST,1,2022-06-24
XZBLJQQYUMA7DN,2022-06-04,0,desktop,EST,1,2022-06-12
XZB9PLW3H5A7DN,2022-06-10,0,desktop,EST,0,
XZB4K6LMLCA7DN,2022-07-07,1,desktop,EST,0,
XZBFBRRTQBA7DN,2022-06-25,0,desktop,PST,0,
XZB0Y4KUEPA7DN,2022-06-08,1,desktop,EST,0,
XZBFK2WNM0A7DN,2022-07-03,0,desktop,HST,0,
XZBGLBG69EA7DN,2022-06-13,0,desktop,CST,0,
XZB13KM5CSA7DN,2022-06-23,1,desktop,EST,0,
XZB0OIYXSFA7DN,2022-06-02,0,desktop,PST,0,
XZBZP8PQUMA7DN,2022-06-08,0,desktop,CST,0,
XZBHBBY54WA7DN,2022-06-03,1,desktop,EST,0,
XZBHRDTSMXA7DN,2022-07-07,0,desktop,MST,0,
XZBT2ULFFWA7DN,2022-07-03,0,desktop,MST,0,
XZB7DH6SHFA7DN,2022-06-21,1,desktop,CST,0,
XZBZ0UI1B2A7DN,2022-06-04,0,desktop,EST,0,
XZBTUZMUJZA7DN,2022-06-22,1,desktop,PST,0,
XZBKWUK5RMA7DN,2022-07-01,1,desktop,EST,0,
XZBV2F4S75A7DN,2022-07-06,1,desktop,EST,0,
XZBRMNI2ZHA7DN,2022-06-18,0,desktop,PST,0,
XZBNLTJ2UIA7DN,2022-06-18,0,desktop,EST,0,
XZBZXQ3GBJA7DN,2022-07-26,0,desktop,EST,0,
XZB44WYCDDA7DN,2022-07-14,0,desktop,PST,0,
XZB398VAAQA7DN,2022-07-23,1,mobile,EST,0,
XZBRGS9NCIA7DN,2022-07-02,1,desktop,EST,0,
XZB63XGFZLA7DN,2022-06-26,1,desktop,PST,0,
XZB7TY834NA7DN,2022-07-10,0,desktop,EST,0,
XZBKJX1J3IA7DN,2022-06-26,1,desktop,CST,0,
XZB7GHMKTDA7DN,2022-06-30,0,desktop,EST,0,
XZB16UWICTA7DN,2022-07-22,1,desktop,EST,0,
XZBMM1CIXHA7DN,2022-06-04,0,desktop,EST,0,
XZB6XLK7S3A7DN,2022-07-18,0,desktop,EST,0,
XZBO5QKONQA7DN,2022-07-27,1,desktop,PST,0,
XZBEC14KTAA7DN,2022-06-21,0,desktop,PST,0,
XZB2JKQK02A7DN,2022-06-08,1,desktop,CST,0,
XZB0J7TYMJA7DN,2022-06-16,1,desktop,CST,0,
XZBZ3712C7A7DN,2022-06-09,0,desktop,MST,0,2022-06-19
XZB2OA100KA7DN,2022-06-24,0,desktop,PST,0,
XZBBYYKJSCA7DN,2022-07-21,0,desktop,EST,0,
XZBSH180LLA7DN,2022-07-31,1,mobile,PST,0,
XZBYHVJQBPA7DN,2022-07-27,0,desktop,EST,0,
XZBMQS7KSMA7DN,2022-06-10,1,desktop,EST,0,
XZBEUAMJMLA7DN,2022-07-17,1,desktop,CST,0,
XZB6DEN9Z5A7DN,2022-07-31,1,desktop,EST,0,
XZBA093HU5A7DN,2022-06-02,0,desktop,MST,0,
XZBX2SEY6LA7DN,2022-07-27,1,mobile,EST,0,2022-07-29
XZBOMKDTI7A7DN,2022-07-24,0,mobile,CST,0,
XZBUWQ78QQA7DN,2022-06-22,1,desktop,EST,0,2022-07-21
XZBE16PS0RA7DN,2022-06-14,0,desktop,EST,0,
XZBOLJ108KA7DN,2022-06-23,0,desktop,PST,0,
XZBHRBWQJSA7DN,2022-06-28,0,desktop,EST,0,
XZBHRLZ9NMA7DN,2022-06-26,0,desktop,EST,0,
XZBVVQYMLFA7DN,2022-07-26,1,desktop,PST,0,
XZB2A9OMOUA7DN,2022-06-18,0,desktop,PST,0,
XZBC0HSWXOA7DN,2022-07-06,1,desktop,MST,0,2022-07-15
XZB9B51A5RA7DN,2022-07-03,0,desktop,CST,0,
XZBU0IOA2FA7DN,2022-06-30,0,desktop,MST,0,
XZB8PDYC98A7DN,2022-07-11,0,desktop,CST,0,
XZBSJEQHHGA7DN,2022-06-15,0,desktop,EST,0,
XZBECLEK8VA7DN,2022-06-22,0,desktop,EST,0,
XZB57K0ZSTA7DN,2022-07-23,1,desktop,PST,0,
XZBKEM64ZRA7DN,2022-06-26,0,desktop,EST,0,
XZBHBL0DAOA7DN,2022-07-19,0,desktop,PST,0,
XZB5ERBDMCA7DN,2022-07-18,1,mobile,PST,0,
XZB5FSFEYEA7DN,2022-07-31,0,mobile,CST,0,
XZBXRA26DWA7DN,2022-06-20,0,desktop,CST,0,
XZBQG5R46AA7DN,2022-07-25,1,desktop,CST,0,
XZBA2VVGDOA7DN,2022-06-05,0,desktop,EST,0,
XZBO3I86JZA7DN,2022-07-15,0,desktop,PST,0,
XZBSAKOEUKA7DN,2022-06-26,0,desktop,PST,0,
XZBK5T0O6OA7DN,2022-06-25,1,desktop,EST,0,
XZB5OCH4WOA7DN,2022-07-16,0,mobile,EST,0,
XZBMB8YW82A7DN,2022-07-28,1,mobile,EST,0,
XZBR7H1IHDA7DN,2022-06-13,0,desktop,EST,0,
XZB1LUN2K7A7DN,2022-06-19,0,desktop,CST,0,
XZB7Q7CPEIA7DN,2022-07-06,0,desktop,EST,0,
XZB46A5AWTA7DN,2022-06-27,0,desktop,CST,0,
XZBNYXKQTYA7DN,2022-06-14,1,desktop,EST,0,
XZBEU6AJVGA7DN,2022-06-26,1,desktop,EST,0,
XZB0K7D21XA7DN,2022-06-01,0,desktop,EST,0,
XZBAARDO1NA7DN,2022-06-23,0,desktop,CST,0,
XZB6P8SVQOA7DN,2022-06-15,0,desktop,EST,0,
XZB94BP6X3A7DN,2022-06-11,1,desktop,EST,0,
XZBQRXR3EXA7DN,2022-07-10,0,desktop,PST,0,
XZBV3Q88X0A7DN,2022-06-12,1,desktop,PST,0,
XZB8QN06X0A7DN,2022-06-20,0,desktop,EST,0,
XZBHJP4YEAA7DN,2022-06-10,1,desktop,EST,0,
XZBA2UKH5PA7DN,2022-07-06,0,desktop,CST,0,
XZBM583Q1AA7DN,2022-06-08,0,desktop,EST,0,
XZB4U0Q5F3A7DN,2022-07-24,0,mobile,EST,0,
XZBI5RPN5NA7DN,2022-07-11,0,desktop,EST,0,
XZBCR5RWBBA7DN,2022-06-03,0,desktop,PST,0,
XZBO3TB4ULA7DN,2022-06-28,0,desktop,PST,0,
XZBDNJJGIAA7DN,2022-06-25,1,desktop,MST,0,2022-06-28
XZB9OSQPQ5A7DN,2022-06-03,0,desktop,EST,0,
XZBJX2HL0ZA7DN,2022-06-08,1,desktop,EST,0,
XZBDELEOR0A7DN,2022-06-22,0,desktop,EST,0,
XZBLPG2KDRA7DN,2022-06-20,0,desktop,EST,0,
XZBFDCIU1VA7DN,2022-06-15,0,desktop,EST,0,
XZBUC2KX3RA7DN,2022-06-14,1,desktop,CST,0,
XZBACTT16KA7DN,2022-07-04,0,desktop,EST,0,
XZBPPO022IA7DN,2022-06-19,0,desktop,CST,0,
XZBH6R7CNGA7DN,2022-06-23,0,desktop,EST,0,
XZBQ21S3CUA7DN,2022-07-28,0,desktop,CST,0,
XZBTVVI6UHA7DN,2022-06-18,0,desktop,PST,0,
XZB95QTMX3A7DN,2022-06-12,0,desktop,EST,0,
XZBVMOKQ1VA7DN,2022-06-29,0,desktop,EST,0,
XZBD5398BTA7DN,2022-07-15,0,desktop,PST,0,
XZBVVEZSGJA7DN,2022-07-15,0,desktop,EST,0,
XZBKEN53YLA7DN,2022-06-03,1,desktop,PST,0,
XZBUJG79K8A7DN,2022-06-04,0,desktop,CST,0,
XZB7V4N4M4A7DN,2022-06-11,1,desktop,EST,0,
XZBG4JGR1HA7DN,2022-07-02,1,desktop,EST,0,
XZB00K0WWZA7DN,2022-07-15,0,mobile,EST,0,
XZBUU1UG9MA7DN,2022-06-28,0,desktop,EST,0,
XZBTSZGYQZA7DN,2022-07-03,1,desktop,EST,0,
XZBJ01GUE2A7DN,2022-07-09,1,desktop,MST,0,
XZBC1GGIXUA7DN,2022-07-21,1,mobile,CST,0,
XZBL2MFFWWA7DN,2022-06-30,1,desktop,EST,0,
XZB4VU2ZS9A7DN,2022-07-26,1,mobile,EST,0,
XZBP2012WWA7DN,2022-06-30,0,desktop,EST,0,
XZBJYQ28NIA7DN,2022-07-04,0,desktop,PST,0,
XZBLHNE0V4A7DN,2022-07-12,1,desktop,EST,0,
XZBY1V3O3DA7DN,2022-07-14,1,desktop,EST,0,2022-07-17
XZBKKHMJU4A7DN,2022-06-02,0,desktop,EST,0,
XZBZL159NQA7DN,2022-07-12,0,desktop,EST,1,2022-07-23
XZBF8IZ754A7DN,2022-07-20,0,desktop,EST,0,
XZB3NP3X9SA7DN,2022-06-26,0,desktop,CST,0,
XZBEIVPVFRA7DN,2022-06-22,0,desktop,CST,0,
XZBIMPVNIDA7DN,2022-07-19,0,mobile,EST,0,
XZBEWRIKLYA7DN,2022-07-24,0,desktop,MST,0,
XZB1RA1IEIA7DN,2022-07-16,1,desktop,EST,0,
XZBLJACJYVA7DN,2022-07-19,0,mobile,EST,0,
XZBI19QE5GA7DN,2022-06-01,0,desktop,EST,0,
XZB194ZPBPA7DN,2022-07-09,0,desktop,EST,0,
XZBRKF0802A7DN,2022-06-08,1,desktop,EST,0,
XZB8V65BRKA7DN,2022-06-22,0,desktop,PST,0,
XZBEIU7YA7A7DN,2022-06-06,0,desktop,CST,0,
XZBH9650HHA7DN,2022-06-16,1,desktop,EST,0,
XZBWFVWDQ8A7DN,2022-07-26,0,desktop,CST,0,
XZBX5P27KAA7DN,2022-06-14,1,desktop,PST,0,
XZBYFA95BWA7DN,2022-06-17,1,desktop,EST,0,
XZBH9IGVSUA7DN,2022-07-26,0,desktop,CST,0,
XZBF2E54GFA7DN,2022-07-04,0,desktop,CST,0,
XZB8IKT9DZA7DN,2022-07-21,0,desktop,PST,0,
XZBO7Q4Y1DA7DN,2022-07-01,1,desktop,EST,0,
XZB1ND04SQA7DN,2022-07-07,0,desktop,EST,0,
XZBWZ309SRA7DN,2022-07-03,0,desktop,EST,0,
XZB6O8JUN8A7DN,2022-06-09,1,desktop,CST,0,
XZB26O27TAA7DN,2022-07-15,0,mobile,CST,0,
XZBK9VSAWKA7DN,2022-07-11,0,desktop,PST,0,
XZB3AUB1CSA7DN,2022-06-04,0,desktop,PST,0,2022-06-04
XZBB5SZQPOA7DN,2022-06-25,0,desktop,CST,0,
XZB76LA47FA7DN,2022-06-15,1,desktop,CST,0,
XZBK40GT5GA7DN,2022-06-04,0,desktop,CST,0,
XZBD5PQJ73A7DN,2022-07-21,0,desktop,PST,0,
XZB9EILLLJA7DN,2022-07-19,1,desktop,EST,0,
XZB6JMMWKJA7DN,2022-07-06,0,desktop,MST,0,
XZBYXG4C6TA7DN,2022-07-22,0,desktop,EST,0,
XZBCYI13ZIA7DN,2022-07-23,0,desktop,EST,0,
XZBU4FKP26A7DN,2022-07-02,0,desktop,CST,0,
XZB5SQBTGZA7DN,2022-06-02,0,desktop,CST,0,
XZBIQQIRNCA7DN,2022-06-01,1,desktop,EST,0,
XZB4AVNQL6A7DN,2022-07-13,0,desktop,PST,0,
XZBLK9KJQRA7DN,2022-07-02,1,desktop,CST,0,
XZBWFF83GLA7DN,2022-06-19,0,desktop,EST,0,
XZB8C9S6CDA7DN,2022-06-03,1,desktop,CST,0,
XZB0O8M6AYA7DN,2022-06-16,1,desktop,EST,0,
XZB7N4UPCEA7DN,2022-07-09,1,desktop,EST,0,
XZBDEXTU9RA7DN,2022-07-14,0,desktop,PST,0,
XZB7Z5OA0CA7DN,2022-07-10,0,desktop,EST,0,
XZB2ZF6PT1A7DN,2022-06-21,1,desktop,MST,0,
XZB76NEZIUA7DN,2022-06-02,1,desktop,EST,0,
XZBGMLHPUKA7DN,2022-06-01,0,desktop,CST,0,
XZBG6EL7QTA7DN,2022-07-16,0,desktop,PST,0,
XZB1JWU7XFA7DN,2022-07-20,1,mobile,HST,0,
XZBKQE7W4FA7DN,2022-06-19,0,desktop,CST,0,
XZBZBSN2GJA7DN,2022-06-30,0,desktop,EST,0,
XZB67D2PP7A7DN,2022-07-15,0,desktop,PST,0,
XZBV46S3DAA7DN,2022-07-27,1,desktop,PST,0,
XZBPEJKMDBA7DN,2022-06-27,0,desktop,CST,0,
XZBFT05BYBA7DN,2022-07-29,0,mobile,MST,0,
XZB5XT0DIQA7DN,2022-06-08,1,desktop,EST,1,2022-07-25
XZBHA3602KA7DN,2022-07-23,0,mobile,EST,0,
XZBFJ9Y0YAA7DN,2022-07-31,0,mobile,EST,0,
XZBP2TI9B2A7DN,2022-06-04,1,desktop,EST,0,
XZBF1ENN06A7DN,2022-06-22,1,desktop,PST,0,
XZB1W5X69JA7DN,2022-06-20,1,desktop,EST,0,
XZBOPCFQQJA7DN,2022-06-16,1,desktop,EST,0,
XZBT472J8MA7DN,2022-06-06,0,desktop,EST,0,
XZBYDLAUSQA7DN,2022-06-04,1,desktop,CST,0,
XZBGIV58MYA7DN,2022-06-09,0,desktop,CST,0,
XZBQ4F2FIEA7DN,2022-06-09,0,desktop,CST,0,
XZBF4X6OY4A7DN,2022-07-14,0,desktop,CST,0,
XZB6CUEYELA7DN,2022-07-14,1,desktop,EST,0,
XZBQUE3M6FA7DN,2022-07-30,0,mobile,CST,0,
XZBMPH0R6NA7DN,2022-07-02,0,desktop,EST,0,
XZB8WVNFC7A7DN,2022-07-24,0,mobile,PST,0,
XZBK5IAKYWA7DN,2022-06-26,0,desktop,EST,0,
XZBHFZIPZSA7DN,2022-06-13,1,desktop,CST,0,
XZBQLBKU2RA7DN,2022-06-09,0,desktop,CST,0,
XZB4K8QQS8A7DN,2022-07-29,0,mobile,EST,0,
XZBYJLIRA3A7DN,2022-06-05,1,desktop,EST,0,
XZB0WJGRI6A7DN,2022-07-29,0,desktop,CST,0,
XZB50LA6TCA7DN,2022-06-18,1,desktop,PST,0,
XZB0UXDGTQA7DN,2022-06-29,0,desktop,EST,0,
XZB1238CSDA7DN,2022-07-23,0,desktop,PST,0,
XZB3TWCHP7A7DN,2022-07-08,0,desktop,PST,0,
XZBOX6S7JNA7DN,2022-07-18,0,mobile,PST,0,
XZBBM6S5YLA7DN,2022-07-22,0,desktop,PST,0,
XZB8OGFW5AA7DN,2022-06-24,1,desktop,EST,0,
XZBAY90A7XA7DN,2022-06-07,0,desktop,EST,1,2022-06-15
XZBJCYQSQZA7DN,2022-06-01,0,desktop,EST,0,
XZBXXFTXMPA7DN,2022-06-24,0,desktop,EST,0,
XZB6KQ93EWA7DN,2022-07-12,0,desktop,EST,0,
XZBBN3W2OSA7DN,2022-06-23,0,desktop,CST,0,
XZBS969NJEA7DN,2022-06-24,1,desktop,PST,0,
XZBGYXKLBPA7DN,2022-07-30,0,desktop,EST,0,
XZBK7Q8W7BA7DN,2022-06-09,0,desktop,EST,0,
XZB5I4X207A7DN,2022-06-03,0,desktop,CST,0,
XZBD0GYF6UA7DN,2022-06-19,0,desktop,EST,0,
XZBGBGXI70A7DN,2022-06-04,0,desktop,EST,0,
XZB2NLSJFNA7DN,2022-07-08,1,desktop,EST,0,
XZBQLIY4L7A7DN,2022-07-21,1,desktop,EST,0,
XZBAK4TQGTA7DN,2022-06-15,0,desktop,EST,0,
XZBJ0A6XOOA7DN,2022-06-16,0,desktop,MST,0,
XZBI5Q4KTTA7DN,2022-06-04,0,desktop,CST,0,
XZBKWSWOTOA7DN,2022-07-05,0,mobile,EST,0,2022-07-08
XZBVLPJ48HA7DN,2022-06-18,0,desktop,EST,0,
XZB8HFA09FA7DN,2022-06-01,0,desktop,PST,0,
XZBDPTU6QHA7DN,2022-07-13,0,desktop,EST,0,2022-07-24
XZBJO2QE59A7DN,2022-07-15,1,desktop,EST,0,
XZBKBUC5QGA7DN,2022-07-13,0,desktop,CST,0,
XZB9D4RJP0A7DN,2022-07-05,0,desktop,PST,0,
XZBLOGJBHPA7DN,2022-06-15,1,desktop,EST,0,
XZB6QFCBKMA7DN,2022-07-14,0,desktop,PST,0,
XZBQ6JTZMNA7DN,2022-07-15,0,mobile,CST,0,
XZBOTN2DAFA7DN,2022-07-31,0,desktop,EST,0,
XZB83BB4Z1A7DN,2022-06-04,0,desktop,EST,0,
XZBU95YB1UA7DN,2022-07-13,0,desktop,CST,0,
XZB46L3ZGMA7DN,2022-06-23,1,desktop,EST,0,2022-06-30
XZBIA15JRIA7DN,2022-07-12,0,desktop,PST,0,
XZBCVXNZR8A7DN,2022-06-05,0,desktop,PST,0,
XZBMCP2MEQA7DN,2022-07-15,0,desktop,CST,0,
XZB29091CXA7DN,2022-07-10,0,desktop,EST,0,
XZBAHTYW1UA7DN,2022-07-28,0,desktop,CST,0,2022-07-29
XZBN0AWJ4OA7DN,2022-07-12,0,desktop,EST,1,2022-07-28
XZBU6JFF9EA7DN,2022-07-10,1,desktop,PST,0,
XZBCTLL3W4A7DN,2022-06-17,0,desktop,PST,0,
XZBK6G8VVLA7DN,2022-07-29,0,mobile,EST,0,
XZBUACLRTRA7DN,2022-07-13,0,desktop,PST,0,
XZBMDWIVPJA7DN,2022-06-04,1,desktop,PST,0,
XZBXA4KTXTA7DN,2022-07-05,0,desktop,EST,0,
XZBYCT87Y7A7DN,2022-06-14,0,desktop,EST,0,
XZBT2DIYIDA7DN,2022-06-26,0,desktop,CST,0,
XZBBU83J4HA7DN,2022-07-09,0,mobile,CST,0,
XZBXI4Q9X0A7DN,2022-06-12,1,desktop,EST,0,
XZBGEC8LLNA7DN,2022-07-22,0,mobile,EST,0,
XZBB1BG57LA7DN,2022-06-06,0,desktop,EST,0,
XZBG5MDY49A7DN,2022-07-21,0,mobile,EST,0,
XZBT6Y4JQIA7DN,2022-07-24,0,desktop,EST,0,
XZBSVECU55A7DN,2022-06-29,0,desktop,EST,0,
XZBFBG99BRA7DN,2022-06-23,1,desktop,CST,0,
XZBZRMNW48A7DN,2022-07-10,1,desktop,HST,0,
XZBNTXZASKA7DN,2022-06-10,0,desktop,EST,0,
XZBM91ZI2YA7DN,2022-06-15,1,desktop,PST,0,
XZBRUNOA1SA7DN,2022-07-18,1,desktop,CST,0,
XZBG6A7JC3A7DN,2022-06-08,0,desktop,CST,0,
XZBA0CCSJ9A7DN,2022-06-02,0,desktop,EST,0,2022-06-07
XZB0VIXFO7A7DN,2022-07-04,0,desktop,EST,0,
XZBTYT7LV4A7DN,2022-06-07,0,desktop,EST,0,
XZBLJO8OWMA7DN,2022-07-31,1,mobile,CST,0,
XZBCQTC104A7DN,2022-07-10,0,desktop,EST,0,
XZB39HL655A7DN,2022-06-20,0,desktop,EST,0,
XZB82UIA1MA7DN,2022-06-16,1,desktop,AKST,0,
XZB7V0ZBK5A7DN,2022-07-20,1,desktop,EST,0,
XZBPLMIF54A7DN,2022-07-29,0,desktop,CST,0,2022-07-30
XZB8UF8DU2A7DN,2022-07-04,0,desktop,CST,0,
XZB0GM8NGKA7DN,2022-07-18,1,mobile,CST,0,
XZBRRZAQKKA7DN,2022-07-10,0,desktop,HST,0,
XZBHNLHXGGA7DN,2022-07-05,1,desktop,CST,0,
XZBLUERIXNA7DN,2022-07-24,1,desktop,PST,0,
XZBAUOF81YA7DN,2022-06-06,1,desktop,EST,0,
XZBHIDRZNDA7DN,2022-06-21,1,desktop,CST,0,
XZBRZQOR6AA7DN,2022-07-06,1,desktop,PST,0,
XZBSWLLF72A7DN,2022-07-09,0,desktop,CST,0,
XZBTZ8F5JPA7DN,2022-07-20,0,desktop,EST,0,
XZB3LI4VCXA7DN,2022-06-18,1,desktop,MST,0,
XZBMMPGST6A7DN,2022-07-29,0,desktop,CST,0,
XZBV7QDRBYA7DN,2022-06-13,1,desktop,EST,0,
XZB2F6IEX2A7DN,2022-06-12,1,desktop,CST,1,2022-07-03
XZB0HAQONUA7DN,2022-07-24,0,desktop,PST,0,
XZBRY3AAH7A7DN,2022-06-25,0,desktop,PST,0,
XZBRXBKP09A7DN,2022-07-02,0,desktop,PST,0,
XZB8GNA2V7A7DN,2022-06-23,0,desktop,CST,0,
XZBEAXH5I1A7DN,2022-07-16,0,desktop,CST,0,
XZBCW3EPYUA7DN,2022-07-04,0,desktop,CST,1,2022-07-13
XZB7WGE3V1A7DN,2022-06-25,1,desktop,CST,0,2022-06-27
XZB9M0XM79A7DN,2022-07-01,0,desktop,PST,0,
XZB76WLLFWA7DN,2022-06-24,1,desktop,EST,0,
XZBUMSDU9RA7DN,2022-06-01,1,desktop,EST,0,
XZB43PI48YA7DN,2022-06-24,1,desktop,PST,1,2022-07-04
XZB9117QK9A7DN,2022-07-10,1,desktop,EST,0,
XZBVEOVETTA7DN,2022-07-16,0,desktop,PST,0,
XZB9576JKUA7DN,2022-07-06,0,desktop,EST,0,
XZB6AM18EDA7DN,2022-07-29,0,desktop,MST,0,
XZB8G3QF01A7DN,2022-07-16,0,desktop,EST,0,
XZBS7GMF5SA7DN,2022-06-09,0,desktop,CST,0,
